"st.code","cnty.code","all.poverty","poverty.lwr.bound","med.inc","med.inc.lwr","med.inc.uppr"
"55","119",236,733,1882,1955,1814
"55","121",352,1303,2039,2132,1982
"55","123",539,1847,1706,1681,1729
"55","125",312,1144,1030,1157,917
"55","127",1374,202,2302,2410,2184
"55","129",207,578,1154,1325,948
"55","131",776,2229,2888,2909,2906
"55","133",2253,808,2975,2993,2982
"55","135",522,1758,2301,2374,2221
"55","137",318,1140,1685,1717,1663
"55","139",1950,602,2284,2441,2121
"55","141",820,2345,2107,2238,2018
"56","001",854,2487,1230,1340,1135
"56","003",125,2727,2059,2087,2055
"56","005",339,1142,2991,2973,3032
"56","007",185,427,2607,2530,2711
"56","009",129,3,2798,2729,2849
"56","011",60,1798,2673,2596,2774
"56","013",555,1771,1874,2025,1739
"56","015",176,324,1578,1496,1642
"56","017",51,1567,1424,1269,1557
"56","019",82,2270,2155,1968,2336
"56","021",1016,2600,2570,2559,2593
"56","023",165,274,2802,2756,2848
"56","025",826,2338,2580,2577,2600
"56","027",32,1087,1519,1347,1668
"56","029",304,1011,2473,2404,2542
"56","031",113,2658,1977,1826,2154
"56","033",289,966,2434,2398,2479
"56","035",67,1992,2980,2946,3021
"56","037",434,1523,2929,2923,2969
"56","039",175,340,2958,2937,3004
"56","041",208,530,2556,2479,2641
"56","043",103,2554,2089,1975,2223
"56","045",90,2426,2485,2349,2584
